topic,term,prob
topic 1,operate,2.2904150614410504e-4
topic 1,process,0.002390210327457125
topic 1,resolution,1.867529324056574e-4
topic 1,resolve,1.4174597620921454e-4
topic 1,surface,0.001270354916194714
topic 1,theoretical,2.780466887971173e-4
topic 1,threaten,5.078809611841285e-4
topic 1,variable,9.361288236522275e-4
topic 1,water,0.006081676133942208
topic 1,watershed,0.0016187337864484246
topic 1,agrarian,1.3658723853173982e-4
topic 1,bolivia,1.5251485097597564e-4
topic 1,characteristic,6.068711535597444e-4
topic 1,combine,9.36235096506147e-4
topic 1,conclusion,1.0252515981189077e-4
topic 1,crop,8.591128304048011e-4
topic 1,ecology,6.260362799728776e-4
topic 1,element,5.185801929866897e-4
topic 1,extend,1.4397043412669853e-4
topic 1,function,7.898775788492374e-4
topic 1,irrigation,0.001985880573862383
topic 1,land,0.019176424857009503
topic 1,level,0.0024413485443346376
topic 1,migration,2.8903593909158405e-4
topic 1,mobility,0.001686151591213271
topic 1,moderate,2.507869525162845e-4
topic 1,observation,8.317807874856813e-4
topic 1,orientation,2.1875064579100921e-4
topic 1,period,0.0010796053076373286
topic 1,political,9.437580449872198e-4
topic 1,practice,0.0036138369639010046
topic 1,production,0.0038178189860430672
topic 1,range,0.0026045430341788476
topic 1,recent,5.340265266502658e-4
topic 1,reduce,0.0015975939987393929
topic 1,sociocultural,3.8128358633704305e-4
topic 1,survey,0.002125926937496636
topic 1,undertake,4.257789128819951e-4
topic 1,utilization,4.1630284973627875e-4
topic 1,village,0.0011096924632771476
topic 1,action,1.8915888449068887e-4
topic 1,analyse,3.664476964536356e-4
topic 1,assess,0.0013688472592214898
topic 1,body,1.262424250037818e-4
topic 1,central,0.0014016017112107807
topic 1,conduct,8.993915491787619e-4
topic 1,derive,2.2177092274266335e-4
topic 1,diverse,0.0011894904742344146
topic 1,empirical,2.8262531286520884e-4
topic 1,feature,2.2496800667609645e-4
topic 1,field,0.0011000853779492483
topic 1,grow,6.185047043998461e-4
topic 1,increasingly,2.4049033766052478e-4
topic 1,literature,3.2354681041463587e-4
topic 1,narrative,3.307053697514348e-4
topic 1,partly,1.4649999403391353e-4
topic 1,protocol,1.525148508196782e-4
topic 1,recently,2.3607595095722316e-4
topic 1,research,0.0012690409097217185
topic 1,science,2.4154517811265642e-4
topic 1,shape,6.811130507423776e-4
topic 1,situation,2.1756266080450807e-4
topic 1,stock,1.788624323366129e-4
topic 1,structure,3.012993238280621e-4
topic 1,summarize,1.4816724197160076e-4
topic 1,synthesis,1.5104914238848533e-4
topic 1,unit,8.158409747990706e-4
topic 1,adapt,8.894040874786704e-4
topic 1,adopt,7.088491339231706e-4
topic 1,assessment,9.256179881089512e-4
topic 1,balance,0.0010573564760113002
topic 1,china,2.5980711620210347e-4
topic 1,choice,3.8384935462675224e-4
topic 1,collection,5.827009765859302e-4
topic 1,cultivate,4.171708916276811e-4
topic 1,decrease,0.0017360368679392715
topic 1,due,5.362845645110897e-4
topic 1,facilitate,4.115622076892282e-4
topic 1,factor,0.0026148263487353702
topic 1,focus,0.001938901920359619
topic 1,force,3.7237163779391146e-4
topic 1,household,0.0026315567908102014
topic 1,improve,0.0019819855844686327
topic 1,limit,6.762302141848916e-4
topic 1,livelihood,0.0010213587143522195
topic 1,loss,1.7204869588750734e-4
topic 1,low,0.002696349862157734
topic 1,market,0.00105197084290194
topic 1,measure,6.968257434824765e-4
topic 1,outcome,7.320778547568203e-4
topic 1,pressure,5.726536938142954e-4
topic 1,reference,2.853828496747087e-4
topic 1,reform,4.6399142639256066e-4
topic 1,regional,6.692237211508995e-4
topic 1,represent,5.117234857640536e-4
topic 1,scarcity,1.688291560311788e-4
topic 1,semi,9.626924178221774e-4
topic 1,strategy,0.002085511548230665
topic 1,structured,4.0532426812475453e-4
topic 1,variety,3.5979859606647676e-4
topic 1,achieve,1.9243827234323975e-4
topic 1,additionally,3.0444767182947205e-4
topic 1,analyze,0.001122385509150311
topic 1,arid,0.0012276477102225302
topic 1,associate,9.093425497442021e-4
topic 1,bare,2.2877227655011207e-4
topic 1,carbon,0.004200055722310655
topic 1,comprise,6.768061877918719e-4
topic 1,concept,5.295118256005112e-4
topic 1,conversion,1.9952783297759677e-4
topic 1,coverage,3.424231529782656e-4
topic 1,cropping,3.050297020682527e-4
topic 1,degradation,0.0019611488807250083
topic 1,demand,0.0010667093735546558
topic 1,emphasize,4.801973346278049e-4
topic 1,expansion,5.174680083771205e-4
topic 1,flood,8.053148008576733e-4
topic 1,follow,7.314162423080718e-4
topic 1,forest,5.835357744076474e-4
topic 1,frequency,1.447107974966561e-4
topic 1,gansu,2.2877225556339076e-4
topic 1,goal,9.646846071274256e-4
topic 1,grassland,0.004485753040531028
topic 1,increase,0.004957240514666263
topic 1,limited,9.146487363533599e-4
topic 1,linkage,6.088250038102048e-4
topic 1,lucc,2.2514649617377502e-4
topic 1,map,3.8633835766638795e-4
topic 1,northwest,1.3619683728237136e-4
topic 1,nutrient,7.152959960844494e-4
topic 1,occur,6.46523560456303e-4
topic 1,offset,2.6669216616577083e-4
topic 1,prevent,3.2223247891968835e-4
topic 1,prevention,1.5134150554064232e-4
topic 1,profit,4.1536452722882444e-4
topic 1,provision,0.0017561826824520307
topic 1,regulate,0.0011989454012422771
topic 1,sequestration,0.0022141643731453994
topic 1,service,0.005776063507511254
topic 1,specific,7.765483573978319e-4
topic 1,supply,0.0016760583890568796
topic 1,tool,3.4352092970611303e-4
topic 1,trend,0.0010104003192455769
topic 1,typical,4.4842732151167e-4
topic 1,unexpected,1.3292479844533858e-4
topic 1,access,0.001085563111158915
topic 1,america,5.336425275766168e-4
topic 1,basin,4.317276173233418e-4
topic 1,century,7.307760305050052e-4
topic 1,context,3.8732809542699995e-4
topic 1,create,9.079872250630505e-4
topic 1,cycle,6.723901491602516e-4
topic 1,driver,8.972209306292702e-4
topic 1,encompass,2.8794304977149967e-4
topic 1,ensure,4.957796391133551e-4
topic 1,exist,2.1919540143560654e-4
topic 1,hydro,2.524335131932323e-4
topic 1,investigate,0.0012431116470684959
topic 1,mental,1.7962558323172077e-4
topic 1,model,0.003794651298333594
topic 1,perspective,8.722762731255734e-4
topic 1,priority,2.0806624998117416e-4
topic 1,relate,0.0017104758151983775
topic 1,river,0.001884402502414986
topic 1,share,3.53636415662183e-4
topic 1,socially,1.8724345276810588e-4
topic 1,socioeconomic,4.786611086077584e-4
topic 1,south,0.001393545494020101
topic 1,valuable,1.1214961980869028e-4
topic 1,vulnerability,2.546072810906587e-4
topic 1,complement,1.3447889183898666e-4
topic 1,contribute,4.8007887120483304e-4
topic 1,depletion,2.0882005304932345e-4
topic 1,dominant,9.618174999231117e-4
topic 1,finally,1.6445274783388972e-4
topic 1,implement,0.0010566578441019634
topic 1,inaction,1.525148508935369e-4
topic 1,incorporation,1.5641063958787954e-4
topic 1,iran,2.3870373066556413e-4
topic 1,main,0.0015753162789076053
topic 1,movement,0.0011996600095955689
topic 1,obtain,2.981124914871774e-4
topic 1,rafsanjan,2.2877227655103335e-4
topic 1,rapidly,6.256927553657725e-4
topic 1,realistic,2.2877227655120077e-4
topic 1,reason,6.279298478088477e-4
topic 1,regulation,2.460627684055293e-4
topic 1,relation,6.299855670943385e-4
topic 1,section,1.2708509820276009e-4
topic 1,society,0.0019044948232954065
topic 1,technological,1.0467644182097171e-4
topic 1,transition,0.002182506302592291
topic 1,user,8.800509337309196e-4
topic 1,viewpoint,1.959596774130232e-4
topic 1,alternative,5.298982593901373e-4
topic 1,availability,0.0013630161843380753
topic 1,contrast,7.930468905476534e-4
topic 1,decade,3.6355030476680346e-4
topic 1,define,2.11522465846949e-4
topic 1,domestic,8.543745866755965e-4
topic 1,establish,4.2271163919580434e-4
topic 1,experience,9.670534335965129e-4
topic 1,farming,8.497753548794176e-4
topic 1,feed,7.715001578667831e-4
topic 1,form,9.007061094061025e-4
topic 1,govern,1.9029573495171737e-4
topic 1,historical,5.925246576658041e-4
topic 1,likelihood,2.0900468272629135e-4
topic 1,maintenance,3.9040496451436444e-4
topic 1,population,0.001559698809996121
topic 1,presence,1.4967583074381377e-4
topic 1,quality,0.0028886347411225433
topic 1,reach,2.099573102371528e-4
topic 1,salinity,5.244872359810515e-4
topic 1,series,6.584105448010241e-4
topic 1,similar,4.4297908957553766e-4
topic 1,simulation,3.748201988633377e-4
topic 1,size,4.784935894076014e-4
topic 1,slow,1.0524197700744512e-4
topic 1,soil,0.005953828803785931
topic 1,statistically,1.6263309166344184e-4
topic 1,time,0.0013508130817560995
topic 1,wealth,2.0061836904520256e-4
topic 1,widespread,4.0851331041044073e-4
topic 1,zone,1.3251664133686654e-4
topic 1,agent,3.761561995268003e-4
topic 1,agricultural,0.0032575944180445677
topic 1,arise,1.3308884938994923e-4
topic 1,behaviour,2.776324280875555e-4
topic 1,capital,5.252122438054743e-4
topic 1,capture,3.7268937986134935e-4
topic 1,climate,0.003965446470558372
topic 1,competition,2.137074172560728e-4
topic 1,consequence,0.0010182787652739955
topic 1,construction,4.583765435991976e-4
topic 1,dam,5.414842604902237e-4
topic 1,demographic,2.365252352040629e-4
topic 1,diet,1.380698846651764e-4
topic 1,energy,2.798336695551963e-4
topic 1,hydrological,0.00046627271874094144
topic 1,intensive,5.262530402248374e-4
topic 1,lead,0.001516358761460374
topic 1,mitigate,3.3939067493935914e-4
topic 1,propose,3.536885082030704e-4
topic 1,rural,4.3068541131462335e-4
topic 1,scheme,1.9513609024227058e-4
topic 1,activity,0.001505628277664733
topic 1,aquatic,1.4902977762966182e-4
topic 1,component,4.781360134219635e-4
topic 1,composition,0.001032241110318724
topic 1,concern,8.259182942740843e-4
topic 1,connection,8.842714386806582e-4
topic 1,cope,1.218443485399093e-4
topic 1,describe,9.011981530138285e-4
topic 1,differentiate,1.9377707623628257e-4
topic 1,diversity,0.0013295696848188863
topic 1,essential,2.8444494174702077e-4
topic 1,expect,1.552686781405048e-4
topic 1,family,1.034405872953315e-4
topic 1,generate,2.4384484936860326e-4
topic 1,index,2.835365597597579e-4
topic 1,innovative,5.760628739093102e-4
topic 1,linear,1.5975347436018714e-4
topic 1,manage,0.0028298454486621015
topic 1,morocco,1.130218095254477e-4
topic 1,parameter,2.831611494144072e-4
topic 1,quantity,4.770184133048441e-4
topic 1,record,3.645112806278057e-4
topic 1,reflect,3.122756577760087e-4
topic 1,regard,4.8532245209270886e-4
topic 1,richness,2.615711994256197e-4
topic 1,southern,4.442324420464709e-4
topic 1,specie,0.0022409601101664165
topic 1,stress,1.667799538657989e-4
topic 1,adverse,1.5003825733051686e-4
topic 1,condition,0.0021115899692219337
topic 1,contribution,2.0055411733041107e-4
topic 1,day,4.443009036678034e-4
topic 1,degree,2.463504239051582e-4
topic 1,depend,7.300518222732137e-4
topic 1,event,4.2060744317693724e-4
topic 1,extent,4.593234494310776e-4
topic 1,external,5.103086707798866e-4
topic 1,mixed,9.105939976363336e-4
topic 1,prevalence,2.029771741054961e-4
topic 1,program,7.740068022565387e-4
topic 1,relative,6.459963383864731e-4
topic 1,relevant,3.0160788686163596e-4
topic 1,rely,3.329344108090371e-4
topic 1,season,0.0017161583192406688
topic 1,short,4.5673076671918193e-4
topic 1,successful,1.502833698189035e-4
topic 1,yield,4.135465892662076e-4
topic 1,adjustment,2.1881309222043145e-4
topic 1,direct,1.9718485841060712e-4
topic 1,distribution,7.64409364574939e-4
topic 1,dryland,0.0021153610748212994
topic 1,estimate,3.612422478091335e-4
topic 1,evolution,1.846807584716516e-4
topic 1,geographic,1.608925035579489e-4
topic 1,implementation,3.830560673056558e-4
topic 1,improvement,3.25259794729648e-4
topic 1,locate,5.051119195005361e-4
topic 1,major,0.001912492894625937
topic 1,offer,1.1451531297989036e-4
topic 1,past,5.993945471960172e-4
topic 1,policymaker,1.7926958051842648e-4
topic 1,promote,0.0012429070528176386
topic 1,report,9.057546945999267e-4
topic 1,risk,9.549271615943513e-4
topic 1,space,2.8634527397779e-4
topic 1,spatial,0.0012642701767017865
topic 1,temporal,5.814585365130952e-4
topic 1,tend,1.7501720540177046e-4
topic 1,transformation,4.949326757675219e-4
topic 1,variability,0.0012002763397407543
topic 1,consistent,2.7489716347576897e-4
topic 1,dominate,7.53762158526859e-4
topic 1,dramatically,1.5251485103377904e-4
topic 1,enable,6.202180463434054e-4
topic 1,evolve,1.9680420236717843e-4
topic 1,expert,1.6590316039390425e-4
topic 1,globally,1.0588025304112998e-4
topic 1,hinder,1.2246512310034734e-4
topic 1,history,6.42103292079175e-4
topic 1,illustrate,2.9690104319914665e-4
topic 1,inhabit,1.7504924549766556e-4
topic 1,intensification,1.487534535924503e-4
topic 1,mitigation,3.098368916862809e-4
topic 1,overcome,1.8124638217538377e-4
topic 1,strengthen,1.842400030664172e-4
topic 1,target,1.7407277013422798e-4
topic 1,threat,1.7122399632139607e-4
topic 1,typically,2.949399710858513e-4
topic 1,undergo,3.730244286250397e-4
topic 1,vulnerable,2.6575747712326444e-4
topic 1,world,3.6300866993977445e-4
topic 1,care,5.037225235568686e-4
topic 1,compare,0.0013283101477078463
topic 1,concentration,4.2528050446087996e-4
topic 1,cover,0.003319753834348114
topic 1,gap,1.0712385998602774e-4
topic 1,hand,2.3941739854139654e-4
topic 1,inequality,1.5111806321272588e-4
topic 1,informant,1.7056841109078287e-4
topic 1,live,6.785240055763149e-4
topic 1,maker,1.462659213659958e-4
topic 1,modeling,4.2579611857560906e-4
topic 1,negative,0.001314474857722652
topic 1,operation,0.0014887322919831937
topic 1,pay,1.6844010958776235e-4
topic 1,payment,1.4108441530903584e-4
topic 1,plant,0.002800800265417616
topic 1,play,2.076998794193683e-4
topic 1,project,2.1194238164738623e-4
topic 1,scenario,6.06773586983e-4
topic 1,site,0.002353364171409437
topic 1,total,9.745164890040301e-4
topic 1,treatment,1.3467643886019783e-4
topic 1,vital,3.514581282540702e-4
topic 1,climatic,0.0013448232248198856
topic 1,combination,2.3313891775950598e-4
topic 1,delivery,7.772745160843664e-4
topic 1,drought,0.004083048673767184
topic 1,experiment,2.5801185759445844e-4
topic 1,interact,3.7364546414970996e-4
topic 1,physical,1.9517372164999772e-4
topic 1,produce,1.176032745876983e-4
topic 1,productivity,6.756659251480335e-4
topic 1,rotational,6.303423243734478e-4
topic 1,sample,2.55691153796976e-4
topic 1,select,5.816136226279793e-4
topic 1,shortage,1.083784351828338e-4
topic 1,snowmelt,2.2877227655122392e-4
topic 1,southwestern,1.3533537793918547e-4
topic 1,stratified,1.5251485103408627e-4
topic 1,united,3.612240839640214e-4
topic 1,valley,7.495245280771348e-4
topic 1,accord,2.632488325116431e-4
topic 1,connectivity,0.0011426948511000191
topic 1,design,2.1075348673841126e-4
topic 1,evidence,3.2276500578436895e-4
topic 1,financial,1.0883464922943888e-4
topic 1,flexibility,0.00027925375415888837
topic 1,incorporate,6.667561814448033e-4
topic 1,integrated,4.2976986414506327e-4
topic 1,legislation,3.345182669815615e-4
topic 1,mechanism,0.0011726570437318356
topic 1,monitoring,9.537591264557439e-4
topic 1,ramification,1.3102814448898238e-4
topic 1,strong,6.392188807837686e-4
topic 1,suitable,2.6474537729599635e-4
topic 1,technical,2.2380622416710464e-4
topic 1,theory,5.230358156917673e-4
topic 1,warming,0.0010170513327100478
topic 1,africa,0.0016781775775383595
topic 1,build,1.78917198387927e-4
topic 1,embed,3.4927112318836593e-4
topic 1,enabler,3.050297020682744e-4
topic 1,enhance,0.0015061606925466102
topic 1,exploration,2.794024022864393e-4
topic 1,home,2.1990516091078486e-4
topic 1,learn,1.1407436616974243e-4
topic 1,persistence,5.644747067108813e-4
topic 1,uncertain,2.275350943920955e-4
topic 1,american,1.7445978836904698e-4
topic 1,differentiation,2.0324969781821317e-4
topic 1,individual,7.595980957060042e-4
topic 1,landscape,0.004073179003122671
topic 1,politically,1.013700479847105e-4
topic 1,public,0.0017124554697613514
topic 1,response,0.0015558674099693907
topic 1,technique,1.3953300456842776e-4
topic 1,dimension,3.5488347922437943e-4
topic 1,encourage,2.4557889144796957e-4
topic 1,equation,2.670227919941541e-4
topic 1,intervention,0.0012113481292746428
topic 1,labour,2.54986614479297e-4
topic 1,performance,1.568967617553098e-4
topic 1,plateau,6.492315516660517e-4
topic 1,reduction,4.972637705905659e-4
topic 1,solution,1.7032370758570937e-4
topic 1,stand,1.769085273655008e-4
topic 1,vast,3.365328826652648e-4
topic 1,comprehensive,3.8814763955349137e-4
topic 1,determine,7.582826370083834e-4
topic 1,improved,4.7605074032827535e-4
topic 1,late,3.01532759556538e-4
topic 1,single,2.6168798093145426e-4
topic 1,spectrum,1.5047659763568202e-4
topic 1,abundant,4.237897448531053e-4
topic 1,attention,4.8100105303644367e-4
topic 1,carry,1.3215685123394154e-4
topic 1,directly,3.5592690068764497e-4
topic 1,health,0.001816234678143316
topic 1,inform,1.2666464333777822e-4
topic 1,invasive,4.8401497094727305e-4
topic 1,manager,8.372911559845077e-4
topic 1,receive,2.4187676416187663e-4
topic 1,recognition,2.3575538973898133e-4
topic 1,recognize,1.5093904726426138e-4
topic 1,restore,1.4367398442346977e-4
topic 1,seek,4.7636170645998975e-4
topic 1,type,0.002674926213630447
topic 1,argue,5.178518118805996e-4
topic 1,behalf,3.739260621351807e-4
topic 1,coast,2.934462941444585e-4
topic 1,fragmentation,8.254972469801852e-4
topic 1,informal,1.4776060225440198e-4
topic 1,note,2.437853046991003e-4
topic 1,render,1.3568246832566723e-4
topic 1,agriculture,0.0012161504650723429
topic 1,california,9.843984758968125e-4
topic 1,class,2.0815822545113474e-4
topic 1,consideration,4.7058357152998415e-4
topic 1,couple,4.607371663701074e-4
topic 1,dataset,3.2555786101037213e-4
topic 1,exposure,1.269907525404485e-4
topic 1,greatly,2.2877227015685324e-4
topic 1,habitat,0.0030357715614334683
topic 1,localize,1.1814883900832952e-4
topic 1,perennial,8.388316806858622e-4
topic 1,remain,4.73282269638254e-4
topic 1,sensitivity,2.8292107909390433e-4
topic 1,severe,2.751202987744595e-4
topic 1,simulator,2.2438377284603444e-4
topic 1,spatially,6.098064178360804e-4
topic 1,act,1.7288530512351956e-4
topic 1,considerable,1.8397375418498425e-4
topic 1,consist,1.8094684921080278e-4
topic 1,disease,3.033161639210976e-4
topic 1,easily,1.3222701337882984e-4
topic 1,infectious,1.5251485103392535e-4
topic 1,matter,1.9080073952988295e-4
topic 1,monitor,4.2111174540491103e-4
topic 1,pathogen,1.20074129329443e-4
topic 1,significance,4.900121968426832e-4
topic 1,stratify,1.452558007023008e-4
topic 1,sufficient,1.2952780109213744e-4
topic 1,transmission,7.413335778476505e-4
topic 1,vector,2.2877227655127553e-4
topic 1,west,9.050602321902573e-4
topic 1,wide,2.5007264730986484e-4
topic 1,annual,0.0010945762809514092
topic 1,heterogeneity,7.109150872853283e-4
topic 1,importance,0.0013866051335558343
topic 1,nevada,8.387220505382275e-4
topic 1,santa,1.262843736398846e-4
topic 1,sierra,6.748980583233221e-4
topic 1,twentieth,2.2877227015740594e-4
topic 1,wetland,0.004795836118384083
topic 1,workshop,1.41678354150389e-4
topic 1,chemical,2.244223341959638e-4
topic 1,collect,4.656536138223337e-4
topic 1,depth,1.4904651372694755e-4
topic 1,initiate,1.0339657519723843e-4
topic 1,nearby,2.0118675740529355e-4
topic 1,primary,3.7621483707630507e-4
topic 1,recommend,1.0069890238519927e-4
topic 1,standard,1.9710450817601473e-4
topic 1,test,1.1904647718447759e-4
topic 1,andean,4.1370571718150515e-4
topic 1,andes,2.8308771519828033e-4
topic 1,buffer,2.7409069920741647e-4
topic 1,coordination,1.4806449029017727e-4
topic 1,representative,2.814713517062063e-4
topic 1,variation,1.9815440370595894e-4
topic 1,viability,4.0441700623405414e-4
topic 1,assemblage,1.1876592151253046e-4
topic 1,distinctive,1.2390913437394137e-4
topic 1,diversification,1.313064503661142e-4
topic 1,framing,1.6709064691159396e-4
topic 1,growing,1.5251485103425505e-4
topic 1,induce,4.545873648224987e-4
topic 1,majority,2.689940514985397e-4
topic 1,scope,1.334386551572208e-4
topic 1,calculate,2.2877227591932677e-4
topic 1,dry,0.001051416946943666
topic 1,extreme,2.0875658961202272e-4
topic 1,gradually,2.3760540841377475e-4
topic 1,himalaya,1.6627608337312379e-4
topic 1,middle,3.176450470523512e-4
topic 1,mountains,4.006953110059981e-4
topic 1,sensitive,1.7452541428729794e-4
topic 1,tropical,2.522815320743542e-4
topic 1,weather,3.962849467352133e-4
topic 1,wet,8.783884573607274e-4
topic 1,hydrology,1.9209296742249708e-4
topic 1,incentive,2.0190852508048874e-4
topic 1,publish,7.649251341123158e-4
topic 1,application,1.1414838068863859e-4
topic 1,constitute,1.7270284762407632e-4
topic 1,establishment,2.98369324342337e-4
topic 1,exclusion,1.5251485103476357e-4
topic 1,irrigated,1.5251485103410278e-4
topic 1,plot,4.089377805248006e-4
topic 1,trigger,2.7052334707300705e-4
topic 1,collapse,1.492109314895975e-4
topic 1,formation,1.238477471078058e-4
topic 1,hydrologic,3.7190851667537404e-4
topic 1,observe,1.7916322627490095e-4
topic 1,phenomenon,1.2360604946598313e-4
topic 1,relevance,2.8252994650147833e-4
topic 1,robustness,3.2156637977245016e-4
topic 1,shift,0.0014755652690192056
topic 1,specifically,1.7841138917660184e-4
topic 1,million,1.7085235925762157e-4
topic 1,option,4.1609396685168636e-4
topic 1,previously,1.9775774018549418e-4
topic 1,rate,7.412556843569247e-4
topic 1,shore,1.5819956416266253e-4
topic 1,archetype,1.5381728528341646e-4
topic 1,criterion,5.671951190567351e-4
topic 1,effectively,1.0437286319789434e-4
topic 1,heterogeneous,1.5752005264024212e-4
topic 1,hold,6.583800106261659e-4
topic 1,inter,1.5943861013836805e-4
