topic,term,prob
topic 1,availability,0.001269907179592974
topic 1,decade,5.679119970484645e-4
topic 1,define,9.535611008318687e-4
topic 1,establish,6.576911083220429e-4
topic 1,experience,2.3563803948407693e-4
topic 1,farm,6.235614758330364e-4
topic 1,farming,1.9110079156504765e-4
topic 1,fast,1.7725515512881008e-4
topic 1,feed,1.8037479352656663e-4
topic 1,form,0.0010725672006049612
topic 1,govern,6.193890361531817e-4
topic 1,historical,3.8652701176083895e-4
topic 1,indicator,0.001334060637845849
topic 1,likelihood,3.4680975800873576e-4
topic 1,maintenance,3.4298573894667064e-4
topic 1,population,3.100148609945525e-4
topic 1,presence,6.511377579465345e-4
topic 1,product,1.0814804636008115e-4
topic 1,protection,2.677597821719761e-4
topic 1,quality,0.002322290708802588
topic 1,reach,5.125984438890144e-4
topic 1,rise,1.3367325892902018e-4
topic 1,shrimp,2.6029348740925926e-4
topic 1,significant,8.644624119083943e-4
topic 1,similar,3.5808425980749946e-4
topic 1,simulation,4.287736654595406e-4
topic 1,size,7.222634821317127e-4
topic 1,slow,1.4706422156295939e-4
topic 1,time,6.682535560572766e-4
topic 1,agent,4.121051984421323e-4
topic 1,agricultural,0.0026984503369796493
topic 1,arise,2.9607586698088544e-4
topic 1,behaviour,4.988005712750493e-4
topic 1,canal,6.056988909497501e-4
topic 1,capital,0.0031268036179327332
topic 1,capture,1.6083132407823997e-4
topic 1,climate,2.0656225977952537e-4
topic 1,competition,3.672080202775361e-4
topic 1,consequence,3.433619050204402e-4
topic 1,construction,4.763478163406177e-4
topic 1,dam,3.92208841023016e-4
topic 1,demographic,1.6192093572113225e-4
topic 1,district,3.3530391261215844e-4
topic 1,energy,0.0017001943118531587
topic 1,exacerbate,2.9164405777863846e-4
topic 1,explicitly,3.6614236570014206e-4
topic 1,hydrological,0.0022239696454344165
topic 1,hydropower,3.806456429328372e-4
topic 1,investment,4.3937590350677915e-4
topic 1,lead,0.0013401620313756414
topic 1,mitigate,2.8952777482421264e-4
topic 1,nexus,0.0016876481782633192
topic 1,orient,2.930399910716915e-4
topic 1,peer,2.0271296576513574e-4
topic 1,preference,5.208996128810332e-4
topic 1,propose,0.0018776899896749257
topic 1,rural,8.993684350656064e-4
topic 1,scheme,0.001356622049579334
topic 1,unsustainable,4.7257360834349814e-4
topic 1,activity,0.0016757924607969123
topic 1,aquatic,5.803546481333503e-4
topic 1,component,3.832440278390233e-4
topic 1,conceptual,7.19594167243659e-4
topic 1,concern,7.097932070842485e-4
topic 1,connection,3.1225032952691414e-4
topic 1,describe,1.1871691539573256e-4
topic 1,desert,1.3586406188534377e-4
topic 1,differentiate,1.5536886533318658e-4
topic 1,downstream,0.0011339177040156755
topic 1,essential,8.248633997589366e-4
topic 1,expect,3.1594222258294913e-4
topic 1,family,1.0491048185787837e-4
topic 1,generate,4.5001693562130815e-4
topic 1,index,6.335154927995673e-4
topic 1,innovative,2.447738892652486e-4
topic 1,institutional,0.004739484467300377
topic 1,manage,0.0013159579705666433
topic 1,parameter,5.432347008638395e-4
topic 1,quantity,2.0717479221870241e-4
topic 1,recommendation,3.2034142125380314e-4
topic 1,regard,7.431832172056851e-4
topic 1,scarce,3.9185745195622533e-4
topic 1,sequence,1.0517098433997255e-4
topic 1,serve,1.6242745100546364e-4
topic 1,southern,3.5380775707785726e-4
topic 1,condition,0.0021748540146067073
topic 1,contribution,3.3118662605558186e-4
topic 1,degree,1.821827247852451e-4
topic 1,depend,6.516191926275144e-4
topic 1,extent,3.758417411195457e-4
topic 1,external,9.937066476746889e-4
topic 1,impose,3.2104349226263167e-4
topic 1,interannual,1.3237506788582354e-4
topic 1,mixed,3.9547949374799145e-4
topic 1,offshore,1.2092324479487393e-4
topic 1,relative,1.939516996207688e-4
topic 1,relevant,0.0012456068450275519
topic 1,rely,7.300508634135244e-4
topic 1,set,6.614946053081454e-4
topic 1,short,1.1391490002559602e-4
topic 1,successful,5.017041326716763e-4
topic 1,yield,2.642331228214429e-4
topic 1,direct,4.3829316053073185e-4
topic 1,distribution,3.128128157287234e-4
topic 1,dryland,6.696037979490464e-4
topic 1,estimate,1.5189213454770557e-4
topic 1,evaluation,3.0178806328654586e-4
topic 1,evolution,1.1059880080606245e-4
topic 1,implementation,0.0012037982152640356
topic 1,improvement,8.555125279817751e-4
topic 1,locate,4.2017544076005883e-4
topic 1,major,0.0010019607417827093
topic 1,obstacle,2.0685497238846496e-4
topic 1,past,1.8522319770443262e-4
topic 1,policymaker,2.337188233431711e-4
topic 1,pose,1.8115076673533938e-4
topic 1,promote,0.0011137809904615027
topic 1,risk,0.0030021011190811955
topic 1,space,3.336765424104164e-4
topic 1,spatial,0.0013792513518462997
topic 1,temporal,2.3094002230782787e-4
topic 1,tend,2.9107249293834804e-4
topic 1,variability,5.853810351474129e-4
topic 1,consistent,2.3211433877699897e-4
topic 1,enable,4.65651521407689e-4
topic 1,evolve,4.911386359832874e-4
topic 1,expert,1.1260196291412651e-4
topic 1,exploitation,2.422189540946482e-4
topic 1,history,2.1166332291603274e-4
topic 1,illustrate,7.1338635978501e-4
topic 1,intensification,2.0708106186885172e-4
topic 1,limitation,3.384773545627483e-4
topic 1,mekong,2.0623662672576096e-4
topic 1,quantitative,8.922551756882569e-4
topic 1,rhine,2.463474724616805e-4
topic 1,strengthen,2.826332051146852e-4
topic 1,target,3.0994010751689993e-4
topic 1,urbanization,2.9304205111853484e-4
topic 1,care,3.191045599434159e-4
topic 1,coli,1.271423612018557e-4
topic 1,compare,9.638106663830809e-4
topic 1,concentration,3.0674391252594115e-4
topic 1,cost,7.249846106470535e-4
topic 1,enormous,1.2714212031683607e-4
topic 1,expand,3.179424427885782e-4
topic 1,gap,5.06606796713862e-4
topic 1,hand,2.357560777555591e-4
topic 1,inequality,1.2011153141104373e-4
topic 1,informant,6.709802541564167e-4
topic 1,initial,1.189919090570682e-4
topic 1,insufficient,1.172650981107595e-4
topic 1,live,1.6902895630286507e-4
topic 1,maker,6.885630411080451e-4
topic 1,modeling,8.943414856266987e-4
topic 1,negative,3.1655509420884786e-4
topic 1,operation,8.602261515651022e-4
topic 1,pay,3.694627858408354e-4
topic 1,payment,1.1557054532400169e-4
topic 1,pes,1.2714236120230562e-4
topic 1,plant,2.4234984597445004e-4
topic 1,play,0.001199806509601749
topic 1,pollution,0.001383552549580167
topic 1,project,6.439068111290561e-4
topic 1,protect,3.890063251803874e-4
topic 1,rcp,1.271423607710266e-4
topic 1,reservoir,4.625837011957503e-4
topic 1,responsible,1.1078978002978946e-4
topic 1,scenario,0.0012830753305283341
topic 1,subsidy,1.9088819107718327e-4
topic 1,tap,1.2545678922172836e-4
topic 1,total,4.857072149068485e-4
topic 1,transdisciplinary,1.397060393935955e-4
topic 1,treatment,2.042208122276676e-4
topic 1,upstream,8.512350311934e-4
topic 1,vital,2.2310834313786244e-4
topic 1,wastewater,3.194402695081658e-4
topic 1,allocation,0.0013331267821146621
topic 1,combination,2.344182668982384e-4
topic 1,configuration,3.593058981496182e-4
topic 1,configurational,1.271423609126245e-4
topic 1,delivery,1.2963078209881786e-4
topic 1,drought,6.140928470263332e-4
topic 1,enforce,2.3396693712426727e-4
topic 1,exploit,3.0879618059309946e-4
topic 1,head,2.1856833297222253e-4
topic 1,interact,2.6278446230618835e-4
topic 1,ongoing,3.56328147925122e-4
topic 1,physical,0.0015037885492134831
topic 1,productivity,3.751949217382459e-4
topic 1,restrictive,1.0844278544371338e-4
topic 1,rule,0.0013669064191303912
topic 1,san,3.8022251516437486e-4
topic 1,select,3.124962075617681e-4
topic 1,shortage,2.4053032044774595e-4
topic 1,true,1.1490319337996189e-4
topic 1,united,1.5972700352103679e-4
topic 1,accord,2.26803953672061e-4
topic 1,adequate,4.7834088885243784e-4
topic 1,attempt,4.27164775975301e-4
topic 1,connectivity,4.817827337057326e-4
topic 1,design,0.0034406218609512266
topic 1,evidence,5.486570354914107e-4
topic 1,financial,5.22326553176006e-4
topic 1,incorporate,2.1235861285198412e-4
topic 1,integrated,0.0012046996618622283
topic 1,law,6.389254018941722e-4
topic 1,mechanism,0.0017914395987008995
topic 1,monitoring,0.0015160930388467113
topic 1,paradigm,1.7505692492142324e-4
topic 1,principle,0.001660964041681168
topic 1,scientific,4.287495060588903e-4
topic 1,strong,7.135811891795254e-4
topic 1,suitable,1.6741477850518768e-4
topic 1,theory,0.001386291323318521
topic 1,warming,1.4611287943983053e-4
topic 1,arrangement,0.0015261257107519965
topic 1,build,9.176168370926487e-4
topic 1,center,4.0724435081606594e-4
topic 1,collaborative,6.486221982911067e-4
topic 1,draw,4.7606843408219896e-4
topic 1,enhance,9.824622474658394e-4
topic 1,exploration,1.9579223695700924e-4
topic 1,meta,2.6822317403982275e-4
topic 1,previous,5.179423670288437e-4
topic 1,progress,4.999177056584301e-4
topic 1,prove,4.977446099698384e-4
topic 1,citizen,1.0378161467946933e-4
topic 1,claim,1.5592113200576157e-4
topic 1,individual,9.79817455777533e-4
topic 1,latin,1.4191364977678606e-4
topic 1,public,6.373201233661688e-4
topic 1,root,1.2023543555955734e-4
topic 1,dimension,0.0013047929663388223
topic 1,encourage,4.0287557465743624e-4
topic 1,equation,1.452324892517068e-4
topic 1,independent,1.7426577200515148e-4
topic 1,intervention,0.002159393732334661
topic 1,migrant,3.1785581297594353e-4
topic 1,perform,1.314634187101848e-4
topic 1,performance,7.914484413276702e-4
topic 1,solution,0.001338255161897704
topic 1,structural,4.917644391530646e-4
topic 1,code,1.085704273330527e-4
topic 1,coercive,2.18243391323741e-4
topic 1,comprehensive,5.614307400602331e-4
topic 1,cooperative,0.0010909393855340452
topic 1,determine,8.983195191157593e-4
topic 1,improved,7.719028829154974e-4
topic 1,metric,2.6014090350616e-4
topic 1,single,6.207112141843041e-4
topic 1,aquaculture,0.0013162195682221319
topic 1,attention,4.7707387226009196e-4
topic 1,carry,5.508394813369846e-4
topic 1,desire,2.856982318914156e-4
topic 1,directly,1.865196159787322e-4
topic 1,health,0.0025051407955165497
topic 1,invasive,1.740816768587076e-4
topic 1,island,2.396581997487746e-4
topic 1,pool,0.0027052749127239348
topic 1,pumping,1.907133372973308e-4
topic 1,receive,3.949090011249985e-4
topic 1,recognize,2.1749171415219387e-4
topic 1,seek,3.4795809536315264e-4
topic 1,type,6.913355472986729e-4
topic 1,argue,9.61558861121564e-4
topic 1,formal,1.675032868607453e-4
topic 1,fragmentation,3.5814842437876724e-4
topic 1,informal,1.2441169423474445e-4
topic 1,note,1.0451487037163355e-4
topic 1,sense,1.2787287830742753e-4
topic 1,suggestion,2.0968898459282028e-4
topic 1,willingness,1.411587060499363e-4
topic 1,agriculture,0.0016316689243104474
topic 1,bad,1.3015719608765509e-4
topic 1,consideration,5.481149739342152e-4
topic 1,couple,1.5826822880362463e-4
topic 1,dataset,2.3239877345755186e-4
topic 1,extraction,1.2182701278713059e-4
topic 1,forecast,1.4801833140491878e-4
topic 1,remain,8.810693146487472e-4
topic 1,trade,0.0011700458344505937
topic 1,win,2.097528670000185e-4
topic 1,act,1.2678963613251768e-4
topic 1,association,4.31598000858146e-4
topic 1,chain,2.3371168622663034e-4
topic 1,considerable,2.6007320079930767e-4
topic 1,consist,1.0357911063807836e-4
topic 1,monitor,1.9779328856071822e-4
topic 1,statistical,1.29700864720441e-4
topic 1,wide,1.6137429031089454e-4
topic 1,annual,1.962488139572275e-4
topic 1,aracataca,1.271423612018557e-4
topic 1,characterize,6.378916391738739e-4
topic 1,cinaga,1.9071354180278345e-4
topic 1,cooperation,0.0024255703626722127
topic 1,coordinate,1.5441193698682257e-4
topic 1,difficulty,3.4347452041335073e-4
topic 1,discourse,3.168619047448331e-4
topic 1,fresh,1.3629610116260965e-4
topic 1,game,4.888517326597627e-4
topic 1,grande,1.248202462092717e-4
topic 1,heterogeneity,6.19632645317819e-4
topic 1,importance,0.0011394852064148134
topic 1,marta,1.4304825933452312e-4
topic 1,problematic,4.296827853232436e-4
topic 1,santa,2.1061882657175056e-4
topic 1,workshop,1.263762619602257e-4
topic 1,collect,4.001880166166068e-4
topic 1,depth,5.166838230699702e-4
topic 1,exceed,1.811916867907534e-4
topic 1,hazard,4.035664796434469e-4
topic 1,initiate,1.2196105397982443e-4
topic 1,position,4.5396616295568056e-4
topic 1,primary,2.463625066198032e-4
topic 1,strength,1.814898445377016e-4
topic 1,test,0.0011682720301386769
topic 1,andes,1.4632551946936836e-4
topic 1,coordination,2.5548353838479126e-4
topic 1,efficiency,4.103193202229275e-4
topic 1,externality,1.576870752908829e-4
topic 1,grain,1.0581502700104088e-4
topic 1,lower,3.697798748524728e-4
topic 1,predict,1.3387793839408037e-4
topic 1,representative,2.4635653810174457e-4
topic 1,variation,7.771881199458815e-4
topic 1,correspond,1.2753007170107335e-4
topic 1,framing,5.549188511221279e-4
topic 1,interconnect,4.778543778007766e-4
topic 1,scope,1.3805703353737524e-4
topic 1,varied,1.1492726449119572e-4
topic 1,calculate,1.2495328826583877e-4
topic 1,cluster,2.121667987433627e-4
topic 1,sensitive,2.681879000594201e-4
topic 1,upper,2.6340322767214427e-4
topic 1,weather,1.3496201030047938e-4
topic 1,cpr,0.0012696150311080716
topic 1,explanatory,1.2377261562018153e-4
topic 1,firstly,1.4695834011958005e-4
topic 1,incentive,7.555496648556382e-4
topic 1,language,2.7237099183879184e-4
topic 1,publish,3.9026968740118025e-4
